일상 생활
"카세트,카세트테이프"
슬로바키아
석사
"보증,보장"
"절반,반,반절"
동대문
만나다
뇌사
의사소통장애
졸리다
"제기,제기차기"
소위(계급장)
"자신,나,저,내"
정신이상
"복수,원수,적"
"살인,살해"
신용카드
유혹
외출
"엉덩이,궁둥이,볼기,히프"
세종
반대
"야구,타자"
"양초,초"
"교육자,교육인"
고민
"가르치다,가르침,교육,교수하다"
보고서
"관하다,대하다"
바깥
사과
"철저하다,철두철미"
"지옥,나락"
깊숙이
"미련,어리석다"
"결의,결심"
땅콩
"자기,스스로,자체,혼자,홀로,자발,자신"
"일월,정월"
ㅝ
ㅜ
"욕,비난,비방,욕설,흉보다"
"시원하다,평화,화평"
케이크
"광영,영광"
"문의,물음,질문,묻다,물어보다,여쭈다,여쭙다,-ㅂ니까"
"명확하다,정확,똑똑하다,뚜렷하다,명료하다,명백하다,분명하다,선명하다,확실하다,단연,역력하다,장장하다,틀림없이"
"명령,분부"
"머리,뇌,두뇌"
"당근,홍당무"
"년,해"
"까닭,뜻,명목,의미,이유,이치,뜻하다"
운영
"아래다,(나이)한 살 아래"
"선,라인"
벌다
알아서 하다
"소외,이탈"
"수어,수화,수화 언어"
그녀
그
"건너다,횡단,건너다,넘다,넘어가다,침범"
"갈다,바꾸다,교대,교체,변경,변동"
"놀다,실업"
훈화
"무능력,무자격"
말씀
"들어가다,방문하다,입장"
미용
"수다,늘어놓다,수다스럽다"
"아름답다,미"
ㅏ
"자립,독립,자주독립"
잉글랜드
"인형,꼭두각시"
"이외,기타"
ㅡ
ㅞ
ㅙ
ㅘ
ㅗ
"예쁘다,곱다"
"승려,스님"
스리랑카
"속,내부,안쪽,안"
"선두,앞서다,앞장"
"빚,빚지다,부채"
재활
자진
포스터
밖에
"뭉치다,단결,단합"
무찌르다
뛰어나다
"뒤쪽,뒷머리,후방"
단언
"멍청하다,생각 없다"
혈압
혈기
"사진기,찍다,카메라"
"일등,으뜸,제일,최고,가장,맨,수석"
우승자
"그다음,다음"
팥
"관철,관통,꿰뚫다,알아맞히다"
"칼,나이프"
"천당,천국"
"짜다,소금,간,깐깐하다,까다롭다"
어색하다
ㅓ
코앞
장난
"장교,군교"
추진
"추월,앞지르기"
"추억,상기,추상,회상,회고"
찌르다
진노
조종
1층(일층)
"재빠르다,기미,눈치"
잠자코
"추리,추론"
착하다
"일치,동감,동의,공감"
인상(을) 쓰다
"가담,들어가다,참가,참석,참여,출석,진출"
싱겁다
부럽다
"분석,해석"
백만
배탈
"압류,차압"
발견
"엑스레이,엑스선"
"초등학생,초교생,초등생"
초등학교
(마시는)차
초등
진흙
입술
삼일절
"자연,천연,저절로"
자습
회견
(한)시
독일
"처분,시키다,부리다"
"당사자,본인"
"침착,차분하다"
그리스
"설,설날"
"설,설날"
(시간)분
어디
보고서
"뜻밖에,의외"
"뒤떨어지다,뒤지다"
"말실수,실언,실구,실어"
"말실수,실언,실구,실어"
"시키다,지시,하여금"
낚다
굴(구멍)
"여름,주하"
"여기,이곳,이쪽,이거,이것"
송년회
총무
총명
"첫째,첫 번째"
"얼굴,낯,안면"
박사
연구
소방서
(맛이)쓰다
일요일
소매
부정
"월경,생리,달거리"
"어제,어저께,작일"
"어머니,모친,어미,엄마"
커피
양심
양식
온도
아시아
"인상,용모,표정"
중국
얌체
엉뚱하다
"작년,지난해,과년,거년,전년"
속도계
세배
"세로,종"
세뇌
(책)사전
자동
자각
"봄,양중"
반성
엄하다
"자장면,짜장면"
의지
절충
"코치,지도자"
"코미디,희극"
그대로
외상
"왜,어째서"
"오다,도래"
사병
"위하다,-러"
적십자
저혈압
정부
고추장
고추
교육청
메기
"멍하다,멍하니"
"교육대학교,교육대학"
뜨개질
멋쟁이
"죽이다,해치다"
둘러대다
고모
"똑똑하다,영리하다"
두통
"다스리다,통치"
간접
"결핵,폐결핵,폐병"
"깊다,깊숙하다"
기념식
기념
칫솔
"어떻게,어찌"
이씨
"어느,무엇,어떤,무슨,뭐,아무,어디"
"어긋나다,엇갈리다"
"신청,주문"
중학교
이발사
이발
이모
이마
스웨터
윤씨
코
치약
예술
"천국,천당"
주일
"주위,주변,둘레"
"겨레,동포"
동메달
"가을,금추"
(단위의)등
고구려
계획
"간,간장"
"각오,결심,작정"
가지
"겪다,당하다,-던,-았(-었),적"
딸기
"북한,이북"
"느끼다,느낌,뉘앙스,감각"
뉘우치다
"믿다,믿음,신뢰,신용"
교회
긍정
괘씸하다
면접
면세
매니큐어
동양
계율
망신(을 당하다)
몽골
"스님,승려"
"쉽다,용이하다,쉽사리,손쉽다"
수술
"돌다,미치다"
"마치,척하다,체하다,처럼"
도깨비
높다
무의미
무안
무심
"너,네,자네"
"내일,명일"
보도
보다
"보고,아뢰다"
"든지,든가"
"갈증,목마르다,목이 타다"
닦다
"미용실,미용원,미장원"
교실
교수
미용사
마음에 들다
"마음,심리,심정"
수레
독립문
대회
대학생
"대학교,대학"
"빨강,빨갛다,적자,적색"
"녹음기,녹음,레코드,카세트"
"내외,안팎"
"내복,내의,속옷"
"말,말하다,언어"
목메다
독감
"독,독하다"
신고
"신경질,짜증"
지렁이
"이해,납득,양해"
이의
시다
공감
"생각이 통하다,동감"
"살인범,살해범"
선구자
왠지
왜냐하면
말썽
"말다툼,언쟁,말싸움,설전,입씨름"
목탁
"보상금,배상금"
"보리쌀,보리"
한량
새우
"대학,대학교"
대추
"내년,명년,이듬해,다음해"
변명
불교
목
모자(관계)
순교
돌파
서양
"서로,상호"
(신체의)눈
러시아
"복판,가운데,중심,한가운데"
"친자,친자식"
친권
아이스케이크
"실업자,실직자"
소대장
(기온이)오르다
기발하다
기념일
"참가자,참가인"
직면
"증,마크,-증"
"임신,회임"
칼국수
낚시터
"낚시,낚시질"
"극복,이겨냄"
굴(조개)
"현혹,사로잡히다"
"친어머니,생모"
"친아버지,생부"
"곱,곱하기,곱하다"
곰보
"나침반,나침판"
나오다
"나서다,선두,앞서다,앞장,앞장서다"
"나쁘다,악,못되다,악하다"
꾀다
"꾀,계책"
탑골공원
고춧가루
"휴대전화,핸드폰,휴대폰,휴대전화기"
대리인
증인
팔꿈치
"수전노,구두쇠"
"부모님,부모,양친,어버이"
"멋지다,멋"
푼
"조명,판단"
"사관,장교"
과학자
"혼령,심령,영혼,혼"
걸리다
"갚다,상환,배상"
과학
"결손,손해,손실"
일월 일일
제일이다
악인
"입증,증명"
"듯하다,듯싶다"
내몰다
보증금
겉멋
희생자
"일백,백"
원룸
안과
"발군,빼어나다"
내게
배후
예술가
연구실
연구소
영하
"엑스선,엑스레이"
"산화,희생"
정신
적 없다
띵하다
자원봉사자
"마이너스,감표,덜기,빼기,빼기표,뺄셈표,뺄셈 부호"
회개
결핵균
"상하다,다치다,부상,상처,손상"
"소수점,점"
세뱃돈
미치광이
결단
"양치질,양치"
"가리다,고르다,선별"
건전
동반자
밑지다
-광
"함께,같이,동반,랑,아울러,더불다,-끼리"
한글 지문자
한글날
한강
학년
해부
"발개지다,붉히다"
천명
"중화요리,청요리"
"적색,붉은색,빨간색"
"현기증,어지럼증"
"혀,혓바닥"
"헬리콥터,헬기"
"허식,헛치레"
호박
협동
혈육
"혈액형,혈액군,혈형"
혈안
"허다하다,많다,매우 많다"
개의
"개안,깨닫다"
행정 고시
피해자
(음식에 간을)맞추다
"겨울옷,동복"
돌출
독재
"글,글자,자"
두드러지다
"멍청이,멍청하다"
"띄다,뜨이다"
투명
퇴장
통하다
폐백
펜싱
탑
끊어지다
"누설,유출"
냉정
교차점
"관청,관헌"
공산당
"공박,문초,심문,추궁,캐어묻다"
증명서
"중학생,중교생,중등생"
정책
장미꽃
통과
토마토
턱
태국
파악
"피,출혈,혈,혈액"
"표창,포상"
"그렇다,그러하다"
인도(공화국)
"(여자를)유혹, 유혹하다"
"서두르다,긴급,독촉,재촉,응급,급하다,시급하다"
고무신
"호주,오스트레일리아"
스위스
의성어
"오디오,듣다,소식,청각"
충치
백혈병
간호사
강도
밝히다
"슬기롭다,슬기,지혜,현명"
"가령,만약"
"수갑,체포,쇠고랑"
"노랑,노랗다,누렇다"
"서대문,돈의문"
"커닝,부정행위"
사이다
안개
떡
뉴스
"(남자를)유혹, 유혹하다"
"절도,도둑,도적,훔치다,빼돌리다,빼앗다"
"들키다,발각"
설렁탕
마스크
백조
"소란,소요,소음,야단,요란,시끄럽다"
"절약,검약"
민주
황해
백화
조르다
양
치과
핀란드
"분필,백묵"
"백두산,장백산"
배우다
청각장애
"난청인,난청자"
"백색,흰색,하얀색"
솜
바나나
여행
"입,이론"
사립
신부
"사정,정액"
"연수,수련"
"얼음,얼음장"
코뿔소
"정신차리다,가다듬다"
정보
"물음표,미지수,설마"
경고
두부
구름
은메달
은
스캐너
참외
"멧돼지,산돼지"
"교과서,교본"
견인
멸치
떡국
가짜
"구급차,응급차,앰뷸런스"
면도
매
돈벌이
마주치다
수상하다
"듣다,소리,소식,청각"
"가발,덧머리"
"생각,견해,사고,신경,의견,의사,의식,여기다"
"더럽다,때,불결,지저분하다"
붕대
목자
창백하다
"협박,-할 뻔하다"
"수리,독수리"
파리하다
목적
무
눈(이 내리다)
청각장애인
"백지,용지,종이"
"초문,금시초문"
"쇼크,충격"
"정신적 장애,정신장애"
"거짓,허위"
나그네
"끈기,끈덕지다,끈질기다"
"황금,금"
절도죄
절도범
치과의사
"공책,노트"
"개인,사"
금메달
힌두교
"노란색,황색"
장어
개나리
여행지
여행사
청자
"백,하양,하얗다,허옇다,희다,백색,흰색,치아,이,이빨"
여행자
"이론,논하다,설"
목적지
"학원,배움터"
강습
"마르다,야위다,여위다,수척하다"
"은빛,은색"
갈다
황해도
관광객
강습소
표어
허풍
"현행범,현행 범인"
"금가락지,금반지"
"금색,황금색,골드색"
잠그다
웨딩드레스
항복
"십육,열여섯"
십만
고집
"열하나,십일"
십일월
"십,열"
간음
"집요하다,끈덕지다"
연맹
엿
서대문
자르다
미국
멕시코
"둘,이"
수면제
(자동차에)승차
(버스에)승차
"(나체의)맨몸,나체,알몸"
ㅠ
ㄷ
이단
ㄸ
"드러눕다,누이다,눕다,눕히다"
"소경,맹인,장님,시각장애인"
"배회,방황,돌아다니다,헤매다"
입장
다람쥐
이월
"미군,미국군"
"기상,일어나다,일어서다,서다,독립"
둘 중 어느 것
"떨다,떨리다,떨림"
"둘,이"
"되돌아오다,돌아오다,귀환"
ㅆ
인도네시아
"이틀,이틀 후"
"의자,걸상"
ㅛ
ㅕ
"실명,맹"
"승강기,엘리베이터"
슬로베니아
ㅅ
북아일랜드
"정류장,승차장,정거장,정류소"
페루
"피차,둘이"
리투아니아
"되돌아가다,돌아가다"
ㅑ
"돌아서다,갈다,교체하다,대체하다"
"찌푸리다,근심"
"재작년,거거년,전전년,전전해,지지난해,재작년도"
"좌석,자리"
출마
세미나
"쌓다,쌓이다"
첩
"착각,착오"
"읽다,읽기"
오스트리아
"배,갑절,곱,곱절"
승천
"외롭다,고독,쓸쓸하다"
"모레,내일모레,이틀,이틀후"
"맹학교,맹인학교"
"둘째,두 번째"
"간첩,스파이,첩자"
겸하다
(신체의)다리
"절다,절룩거리다,절름거리다"
"인천,인천시"
중위
전폐
스키
"등호,등표"
등산
"가위,가위질"
"국수,면"
달러
"광화문,우물"
"넘어지다,쓰러지다"
베트남
베네수엘라
마주 보다
뛰다
다이빙
"내리다,하차"
"말,승마"
수영
침대
젓가락
말을 바꾸다
보행자
도서관
서자
"무조건,봐주지 않다,넘어가지 않다"
이천
이등
수영장
대
"그저께,그제"
"탑승,오르다,올라서다,올라타다,타다"
비전
"주무시다,자다,잠들다,잠자다"
"쌍생아,쌍둥이"
"눈길,시선,바라보다,응시하다,쳐다보다"
눈감아 주다
"걷다,걸음,도보,보행"
"남대문,교량,육교,다리"
"입석,서다"
경마장
두 사람
"곤두박질,곤두질,떨어지다"
"미움,미워하다,밉다,얄밉다"
절름발이
"허리띠,벨트"
형사
격일
"두절,끊어지다"
"등산가,산악인"
포경 수술
편집
지체장애인
토끼
"익숙하다,능숙하다,숙달"
"보험료,보험금"
호흡
사우디아라비아
뉴질랜드
"교사,교원,사범,선생,스승,교직자"
"와,과,하고"
냄새
분하다
노르웨이
시시하다
어리다
콧물
유치하다
"저축,예금,적금"
"굉장하다,심하다,심각하다"
"어처구니없다,기막히다,어이없다,억울하다"
"의심,의회"
"비교,비례,견주다,대다"
모욕
"대피,도망,도주,도피,줄행랑,탈출,내빼다,달아나다,도망가다,도망치다,빠져나가다"
"판매,매각,매출,팔다"
"마침,딱 맞다,알맞다"
만화가
"하야,사임"
매출액
쿠웨이트
장기
잠수함
원숭이
차려
우체국
"향기롭다,향,향기,향내,향취"
때리다
"피의자,용의자"
초밥
알아차리다
바티칸시
우루과이
부엌
신사
열중쉬어
요리사
요리
시리아
반창고
"심호흡,호흡,공기,냄새,대기,목숨,생명,수,수명,숨,숨결,숨쉬다"
절친하다
"금주,술을 끊다"
금연
모독
명함
가마
스케이트
친밀하다
들이쉬다
단짝
기적
딱 맞다
"담배,흡연"
"술집,주점"
"술,알코올"
마중
설계
"비닐,플라스틱"
몸살
"마술,요술"
선물
만화
"석유,기름"
찹쌀
안주
설계사
벽돌
"피난처,피난소"
소매치기
(시설물)다리
"감추다,숨다,은닉"
나이지리아
"국제연합,유엔"
"살리다,소생,회생"
호흡 곤란
"비닐하우스,비닐온실"
"샘,샘내다,시기,질투"
꼬다
"기차역,역"
(존재가)없다
"반려,짝,함께,과,쌍"
삐다
"기차표,열차표"
은신처
만화책
환기
"교무실,교원실,서무실"
"지위,앉다"
"점원,판매자,판매원,판매인,세일즈맨"
헌병
폐지
"편지,서신,우편"
"끈,줄,테이프,로프,케이블"
"이발소,이발관"
(벽에 생기는)균열
"바닥나다,비다,비우다"
"유리,거울"
"그릇되다,틀리다"
"삼,인삼"
도미니카
박씨
접시
고려
강화도
밀접하다
"쏘다,대포,발사,포"
소금
십이월
형제
"십이,열둘"
"오누이,남매"
산악
포격
포병
추기경
지체장애
"장갑차,장갑차량"
"산,메,뫼"
차남
"성탄,성탄절,크리스마스"
올케
"오후,점심 후"
"오전,상오"
"오빠,오라버니"
"열두시,정오"
동생
"맏아들,장남"
"오후,하오"
오전
"골짜기,산골,산골짜기"
남동생
"연말,세밑"
짬뽕
형수
"형,형님"
병원
ㅁ
"점검,감사,감시,감찰,검토,검사,수사,사찰,조사,살펴보다,살피다"
"찬송가,찬송"
교통
버스
단속
"악취,나쁜 냄새"
"기업,회사,사"
"병원,의원"
경비실
한의사
"발신,송신,전보,전신"
"관리인,관리자"
정찰병
"경비,보초,수위,파수,지키다"
"감독관,감독자"
"소나무,솔"
센터
배신(하다)
제정
입원
입사
"방법,요령,방식"
성악가
유도
의사
교통비
"이십,스물"
"케이블카,케이블"
검사
교통사고
"돌보다,보살피다,보살핌"
"법,법규,법률,법칙"
"몸부림,발버둥질"
보관
가수
농담
송편
"맥박,맥"
건빵
불법
"노래,음악,가요"
"탄핵,뽑다"
보호 수당
관리비
한의원
감리교
"감독,감수"
"꿇다,무릎(을) 꿇다"
"홀쭉하다,홀쭉이"
"하릴없다,어쩔 수 없다"
"진단,진료,진찰,검진"
"관리,관리하다"
"회장,사장"
"성교,성행위"
회사원
법무
"아마도,아마,ㄹ 것이다"
작곡가
"경비원,파수꾼"
"경비병,병위"
"일석이조,일거양득,이중,중복"
"규약,규율,규칙,조항"
보관소
한약
"찻삯,차비"
검문소
퇴원
"기생,더부살이"
"이론,쓰다"
"삼,셋"
삼촌
"삼,셋"
사흘
온천
삼월
ㄹ
서울역
인디언
밭
경기도
농장
"농사,농사일,농업"
"농부,농군,농민"
"서울,서울시"
대위
윈도즈
그끄저께
"셋째,세 번째"
스파게티
글피
삼겹살
"생도,사관생도,사관,사관생"
와인
ㅌ
멕시코
스카우트
"십삼,열셋"
"삼십,서른"
"광주,광주시"
"밀리미터,밀리"
모르몬교
미터
"넷,사"
사월
"넷,사"
"타결,합의"
"갈비,늑골,갈비뼈"
나흘
"석방,방면"
사촌
소령
"영수증,수표"
조립
병장
"교도소,감옥,형무소"
죄수
"갈비찜,갈비탕"
상사
하사
중사
"감옥,옥"
병동
면역
반신반의
"개성,개경"
"당사자,본인"
완쾌
"난청인,난청자"
난청
"사실,정말,진짜,참,맞다,정말로"
이라크
ㅃ
ㅂ
정장
쿠바
"질병,병,병환,질환,앓다"
치료
"곧다,단정하다,똑바르다,바르다,반듯하다,올바르다,점잖다,똑바르다,올곧다,정하다"
"상자,박스"
상어
"보라,보라색"
"진실,참"
실험(해보다)
포장
"당연하다,마땅하다,응당하다"
바로
정답
"열다,개방"
방학
참기름
결석
브라질
"병자,환자"
"병석,병상"
병가
"낫다,치유"
벨기에
"폐쇄,닫다"
"실제,실정,실태,현실"
"보라,보라색"
"간호,문병,병간호,병문안"
"형편없다,보잘 것 없다"
"개막식,개식"
"정돈,정리"
"십사,열넷"
격주
에콰도르
엘살바도르
ㅍ
"사십,마흔"
"유럽 연합,이유(EU)"
로또 복권
"구주,유럽"
장관
극복
"낙오,뒤지다"
"희망,소망"
남색
불상
"경전,경장"
여드름
대항하다
희롱
씨름
"남성,남"
"시합,경기"
수단
부회장
"범죄,죄"
레슬링
"조롱,우롱"
중령
예식장
인도(공화국)
"심판,재판,사법"
"겨루다,겨루기,경쟁,고사,고시,수험,승부,시합,시험"
"논의,상담,상의,의논"
"정진,꾸준하다,부지런하다"
"근면,열성,열심,꾸준하다,부지런하다"
"임자,주인,주체"
부딪히다
"막내아들,막내"
리모컨
"다섯,오"
"남자,남,남성,사나이"
아이슬란드
오월
"실격,떨어지다,지다,패배하다,패하다"
"섬기다,존경,-님"
"삭제,고무,고무지우개,지우다"
"범인,죄인"
"통역,매개,변호,소개"
"프라이드,자존심,긍지"
"참다,견디다,인내,자제,억제"
"밤색,칡"
"무쇠,쇠,철"
"뒤따르다,수행,따라가다,따르다,좇다,쫓다,쫓아가다"
캐나다
출장
"초대,객,고객,내빈,손님,초빙"
"체념,기권,포기,그만둠"
"담그다,잠기다"
"해내다,이기다,승,승리,낫다,좋다"
(조직의)장
찍다
조카
취임
"가난,곤궁,궁핍,빈곤,궁색하다"
콩나물
"경멸,깔보다,멸시,업신여기다"
"결과,결말,마지막,최종,최후,결국,드디어,마침내"
ㅎ
성공
불경
"사춘기,청춘기"
"부부,내외,부처"
"부러지다,고장나다"
장로교
장로
"졸업,수료"
"자손,후손"
"수저,숟가락"
"절대,절대로,한사코"
"남녀,암수,자웅"
시가
버튼
바늘
차장
부처님
방문
소송
소문
우상
부여
이란
아들
"인사,경례"
정력
"외투,겉옷"
시동생
"유명,지명"
"볼펜,펜"
연애
실패
오뚝이
모순
메달
"죽다,돌아가다,사거,사망,서거,숨지다,죽음,임종"
고무
"결혼식,혼례,혼례식"
"결혼,혼인,화혼"
"간부,위원"
"충고,조언"
"미남,미남자"
미사
콩
콜라
"절교,단교"
"시아버지,시부"
"이기다,승리,승리하다,(경쟁 상대를) 제치다"
주어
"며느리,아가,자부"
"동행,동반"
"동전,주화"
"남편,배우자,서방"
"법원,재판소"
"선조,조상"
냄비
"깨다,깨뜨리다,파괴,파손"
"기말시험,기말고사"
"대결,대립"
천하다
이혼
시누이
명소
시아주버니
시부모
선수촌
집행관
집행
"시모,시어머니"
"시댁,시집"
"새치기,옆치기"
"도장,스탬프,인,인장"
대표
빈민
변호사
비서
맞벌이
"수행원,수행인"
명인
콩가루
콧방귀
헛소문
"갓난아기,갓난아이,아기,영아,젖먹이"
"과부,홀어머니,홀어미"
꽹과리
개회
이송
"판정,판결"
부활절
통역사
"패자,패배자"
"법정,재판정"
"남녀평등,양성평등"
"성폭행,강간"
갈색
"후계자,후계인"
가난뱅이
자음
"넘어가다,빠지다"
"세대,후대,대"
"승자,승리자"
"돌아서다,등을 돌리다,(관계에) 금이 가다"
"고인,사망자,(죽은자)사자"
고무줄
경기장
방문자
환경부
"-ㅂ시다,-자"
"독자,외동아들,외아들"
닷새
회의
"종신,생애,일생,평생,필생,한평생"
철부지
환경
"화나다,노여움,노엽다,노하다,성나다,성내다,화내다"
판결의 공시
판결의 경정
"라이벌,맞수"
"거지,걸인"
통조림
폐회
"자식,자녀"
졸업장
졸업식
"잘하다,좋다"
무당
"문자,글자"
싱가포르
